id,message,original,genre
5128,what kind of Precaution can people in petit goaves take? ,Map viv pt gwav ki pwokosyon kem kwe pran,direct
5130,are there anymore information requarding the quake. aftershocks? ,Ki INFOMATION NOU GENYEN ANKO SOU TRANBLEMAN DE TE A ESKEL FINI,direct
5132,What can I do to find some water and food for a hostel/lodging. ,Ki sa pou mwen fe pou m' ka jwenn ed dlo ak manje pou yon sant ebjman.,direct
5133,"Hello, we are at Santo 2 Prolonge. We need assistance. ",Salut nous somme a santo 2 prolonge nous avons besoin de l'aide,direct
5134,What should we do with the private houses? ,Kisa pou nou fe ak kay priv yo,direct
5135,"We are asking the concerned authorities to come visit us in Source Corosol, a community in Carrefour, zone Wagney 93. Since the earthquake, we haven't received any aid. ",Nou mande ak otorite konsne yo pou yo ta fe yon visit nan Sous Korosl yon lokalite nan Kafou zon Waney 93 depi la tranbleman de te ya nou pa jan m rese,direct
5136,what can people do to get some tent in Delmas zone Aviation. ,kijan poun fe poun jwenn tant svp pou delma zon pis aviyasyon,direct
5137,"We are in Marin, we never found anything, they forgot if we are victims like the others! ",Nou nan marin nou pa janm jwenn vizit yoblye si nou viktim menmjanm ak lot kote yo.,direct
5138,People in central of Haiti need help. overcrowded cities ,Nan plato santral la nou pa jwenn anyen ki sa nap fe pou nou bagay,direct
5139,the people who do not live in the city. are they allowed to build? ,"Eske menm si yon moun ta nan pwovens, li pa kapab konstwi?",direct
5140,Something I witnessed at 6 o'clock at the Centre d'hbergement in Damien: The Americans expelled/kicked out all the earthquake victims. ,Gen yon bagay ke m fok a 6  a la nan sant ebjeman damyen an ke ameriken yo mete tout sinistre yo dey nan sant lan.,direct
5141,we are the masseh organization. we are in Maren. we have people staying with us temporarely we have not gotten any help. ,"Nou se ganizasyon masseh nou sitiye nan maren nou gen anpil abri provizwa moun sa yo se moun legliz, ganizasyo, komunote a nou pa janm jwenn anyen eske n",direct
5142,I need tents would like to know what to do. thank you ,"Mwen bezwen tant, nan zon mwen an pa gen inite kisa poum f. mwen rete santo 23, ri tamaren. mesi",direct
5143,please give us some information on how the country is going after this earthquake. ,SVP BANM YONTI ENFOMASYON JAN PEYIA APMACHE APRTRANBLEMAN TA,direct
5144,"I heard that there will be three days of darkness, 13,14,15. Is this true? Only you can confirm this information. Thanks and good afternoon. ","Mw tande yo di ap gen ( 3 ) twa jou fnwa 13, 14, 15 eske se vre se sel ou ki pou konfimem enfomatyon sa a mesi bon apr-midi.",direct
5145,"I am starting to be really hungry now, how can I find help? ",Grangou a komanse rad pou mwen kijan pou mwen fe pou mwen ka jwenn d,direct
5146,NOTES: Asking what to do after the catastrophe,Salut ke dois je faire apres 7 ktastrophe.Rep.,direct
5147,"Hunger is killing us in Clercine. Please help us. Address is Clercine 22, impasse aime. Everyone one at the impasse need aid. ",grangou ap touye nou nan clercine tampri fe on bagay pou nou. adres la se clercine 22 imp aime. tout impas la bezwen aide,direct
5148,Do the flies in the street carry illnesses? ,Eske mouch yo ki nan lari a ka pote maladi bay moun?,direct
5149,I need food. I am at Champ de Mars. I need water. ,J ai besoin de nourriture je ss au champ de mars j ai besoin d eau,direct
5150,NOTES: Request for info about earthquake,M ta renmen konnen kek enfomasyon sou sisme.,direct
5151,"Good evening, we live in Bon Repos in the area of Rose amber (?) at the entrance of route .. Since January 12th, no one came to see us. Our house is destroyed, we are in the street and we are asking for aid. ",Bonsoir nou abite nan bon repos zone rozamber nan antre rout ona vil la depi 12 janvie ya nou pesone pase wnou kay nou kraze nou nan lari nap mande erde,direct
5152,I'm in Delmas 75. We haven't found anything (aid) so far. ,Mwen rete delmas 75 nou poko janm jwenn anyen pou jiska prezan.,direct
5153,there are people in Delmas 32 who form an association who is taking food on the name of the people in that neighborhood. they are just keeping it. it is not being distributed. ,Ginyin yon paket moun delmas 32 ki forme organisation kap mache pran manje sou non pep yo ankesel lakay yo yo pa bay anyin,direct
5153,there are people in Delmas 32 who form an association who is taking food on the name of the people in that neighborhood. they are just keeping it. it is not being distributed. ,Ginyin yon paket moun delmas 32 ki forme organisation kap mache pran manje sou non pep yo ankesel lakay yo yo pa bay anyin,direct
5154,we would like the department who is responsible for natural disaster to keep the people informed on what is going on. there are too many bad hanging over our heads ,Nap mande minist ki okipe afe katastwof natirl yo. Pou yo enfme nou de tanzantan paske twp male pandye sou do nou.,direct
5155,NOTES: Request for work as an accountant,Mwen ta renmen travay kom kontab,direct
5156,I AM ASKING THE AUTHORITIES TO HAVE THE MOBILE TELEPHONE COMPANIES TO LOWER THEIR PRICES PER MINUTE FOR US BECAUSE WE DONT HAVE MONEY TO BUY PHONE CARDS. ,MAP MANDE OTORITE YO MANDE CONPAYI TELEFON MOBIL YO BESE PRI MINIT YO POU NOU PASKE NOU PAGEN LAJAN POUN ACHTE KAT.,direct
5157,NOTES: asking why they can't use Digicel number,Pou kisa nou pa itilize # digicel tou,direct
5158,Is there no aid for people in Palma who are dying of hunger on La Gonav? ,Eske pa gen ed pou moun palma kiapmouri grangounan lagonav,direct
5159,"We are in Carrefour, Acachon 32. We don't have water and medication in the hospital. Please help us. ",mwen kafou nan akachon 32 nan lopital la kote nou ye a pa gen dlo ak medikaman tanpri ede nou,direct
5160,NOTES: specific aid needed unspecified,Mwen rele madame joel arnoux mwen abite artibonite nan verrette,direct
5161,NOTES: Asking if the Palais National will be reconstructed,Kila palais national ap rekonstwi svp.,direct
5162,NOTES: Request for info on construction,bonswa s v p mwen ta renmen gen enfomasyon sou zaf evalyasyon konstriksyon yo,direct
5163,Don't question please on how the government is administering food distribution and reconstruction. ,Pa kestyon soupli pou bay gouunman jr ed manje ak rekonstriktyon,direct
5164,NOTES: Request for information about the country's activities,Bonswa silvoupl ede m jwenn kelke enfomasyon sou aktivite peyi a.,direct
5165,How much does it cost to activate ,Avk konbyen kob mw ka aktive son paw.,direct
5166,We can't get the aid. It's a battle to try and get a card. ,Nou pa jwenn ed yo. Se batay pou jwenn kat,direct
5167,There was no information received today. I see that you did not send us any message. ,"pa gen enfomasyon kite tonbe jodi, a mwen we nou pa voye di nou anyen",direct
5168,NOTES: Asking if there's going to be another earthquake,eske tranbleman de ta a ap pase anko?,direct
5169,I want to get important messages related to the precautions I aught to take from Aux Cape Haitien. ,m vle resevwa mesaj enpotan sou af prekosyon m dwe pwan depi Okap.,direct
5170,How is the chief of MINUSTHA? ,Comment est le chef MINUSTHA ?,direct
5171,"I want to spend a few days in the US, how can you help me? ",Mwen vle al f kelk jou o zeta zini koman ka ou edm,direct
5172,NOTES: asking what precautions to take for the mosquitoes,ki prekosyon pou n pran ak moustik?,direct
5173,Why can't we sleep inside our house yet? The specialists don't tell us anything anymore ,koman nou poko ka domi andan kay?espesialis yo pa di p p la anyen anko,direct
5174,I would like to know which department that was not affected at all by the earthquake. ,Mwen ta renmen konnen ki Depatman ki pat frape ditou pa tranblemante a.,direct
5175,I would like to get information on when school is going to start again in the West. ,Enfomasyon sou repriz lekol la nan lws.,direct
5176,"We haven't received any aid in Christophe Channel, Rue Gemen. Isn't the aid for us as well? ",nou pa jan m jwenn anyen kom d nan kristf chanal ri gmen es. eske ed pa fet pou nou?,direct
5177,I would like to know if there is an earthquake risk in Cap-Haitien in the near future? ,Mwen ta renmen konnen si Okap gen risk pou tranbleman te a pase nan yon tan ki pa lwen,direct
5178,"our... We have 401 destroyed and damaged houses, 1987 people temporarily homeless people. Please help us reach the concerned authorities ","ns yo. Nou genyen 401 kay ki detwi e endomage, 1987 Psonn san abwi pwoviswa tanpri ede nou jwen otorite konsne yo.",direct
5179,I would like to inform the concerned authorities in aid distribution that in Campeche and other Communal sections in Croix des bouquets need assistance. ,Mwen ta vle f konnen ak entans ki konsne nan domi n distwibisyon don yo ke nan kanpech et lot lokalite pwemye seksyon kominal kwad bouk bezwen asista,direct
5180,Someone died in Kafou Samida next to a Christ-roi bus NOT CLEAR: kont virea. I would like the concerned party to come and take the body out. ,Genyen yon moun ki mouri nan kafou samida kot bus kriswa kont vir ya mw ta renmen espas konsne yo vin retire li mesi,direct
5181,"Good evening, I would like to have an explanation of what this service is. Thank you. ","Bonsoir, J'aimerais avoir des explications sur ce service. Merci",direct
5182,"How many people died in the earthquake of January 12th, 2010? ",Bilan tremblement de terre 12 janvier 2010,direct
5183,'Do you think that they can find again some people alive under' the rubble? ,Do you think that they can find again some people alive under decombre?,direct
5184,Until now the people of La Plaine in the zone called Marin haven't gotten any of the aid. ,JISKAPREZAN MOUN LAPLN NAN ZON MARIN POKO JWENN ANYEN NAN ED YO,direct
5185,2012 many unimaginable things could be well happening in the world and Haiti is the only country that could be spared.. Your friend ,2012 de grandes choses inimaginables pourront bien se produire ds le monde et Haiti est le seul pays qui pourra bien etre apargn. .. Ton ami.,direct
5186,What's the exchange rate for US dollar? ,kombien dollars americain change jodia,direct
5187,"We need Help in Miragoane, we are sleeping outside, nobody thought about us. Please start sending some help in the countryside as well, too many people from PAP came here. ",Nou bezwen ed nan miragwan nap demi nan seren pagen enstans ki panse ave nou s. v. p desantralize ed yo paske anpil moun kite potoprens antre nan vil la,direct
5188,I would like to spent a few days in the US. How can you help me because I don't have a visa. Please tell me what I can do. Thanks in advance. ,Mwen vle al f kelk jou o zeta zini koman ou ka edem paske mwen pa gen visa sil vou pl dim ki sa m dwe F mesi davons,direct
5189,Had to send to check out that are lending us some aid. ,blije voye tcheke kap bay nou ti kout men.,direct
5190,NOTES: incomplete but seems like he was helping someone or a group of people..but now I am sick and I can't do anything for them,"he.Men kounye a mwen malad,m pa ka fe anyen pou yo.Se kek zanmi m o",direct
5191,"envy me I have 4 in my account.despite the fact I did some legwork, it didnt work ","anvye mwen 4 sou kont mwen, malgre f kek ti demach pou yo sa pa mac",direct
5192,Will the state being help to survivors in Gonaives? Because since 13 J message cut off ,ske leta ap pote ed bay reskape yo ki nan gonayiv ?Paske depi 13 j,direct
5193,We are at Acacia Street (kriswa) we need a lot of help.. We formed a committee but you can't see us. ,"Nou menm ki nan ri akasya ( kriswa ) nou bezwen anpil ed paske kote nou ye a le nou fome yon komite, yo pa ka we nou.",direct
5194,I would like for you to send us some response in Acacia now please. ,Mwen ta renmen nou voye repons ban nou menm ki nan akasya kounye a. mesi,direct
5195,I would like to know when school will reopen and what they will do for the schools that were destroyed? ,Mwen ta renmen konnen ki jou lekol ap ouvri e kisa yap fe ak lekol ki kraze yo?,direct
5196,"If they don't give me a card and food has been distributed in my area, what will be don for me, because I did not get anything. It's a good neighbor/samaritan who gave me a little from his/hers. ",Si yo pa bam kat e ke manje distribye nan zon pam deja kisa kap fet pou mwen paskem pa jwenn angnen se yon pwochen ki bam yon ti kras nan pal,direct
5197,We would like to know what will be decided if we want to leave school in Port-au-Prince and go to the countryside? Our parents no longer have money to pay school for us. ,"Nou ta renmen konnen pou nou menm kite lekol p-au-p ki nan provins paran nou pa gen lajan pou peye lekol pou nou anko. Ki sa kap deside pou nou, k",direct
5198,of all users of 4636 by themselves ,de tout itilizate 4636 yo pou kont,direct
5199,people of Anse Rouge are dying of hunger and thirst. ,MOUN ANSWOUJ AP MOURI AK GRANGOU AK SWAF.,direct
5200,"In Anse Rouge, zone Artibonite, a lot of people are traumatized. They are starting going crazy. ","NAN ASWOUJ ZON LATIBONI GEN ANPIL MOU KI TWOMATIZE, KI KOMANSE FOU",direct
5201,But you didn't say if you slept with me ,Men oupadi siw te domi avek mwen,direct
5202,I would like to know when commercial flights will resume. ,Mwen bezwen konnen kil avyon komasyal yo ap vole.,direct
5203,We are asking the ministry of public health to please help with the flies and mosquitoes that are in the shelters. Especially in Canape Vert ,Nou mande minis te lasant piblik. ede nou avec mouche mouc. stik nan tout abri yo sitou zon n canape. v,direct
